Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Sweden,SWE,..,47.44499969,38.84600067,40.72700119,40.04499817,41.88399887,43.35599899,44.70500183,45.41699982,45.75299835,45.74300003,44.63000107
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Suriname,SUR,..,18.98500061,22.58600044,20.77499962,20.65099907,20.51099968,21.72699928,22.59799957,22.75399971,22.69300079,22.5739994,21.92700005
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Sudan,SDN,..,24.73200035,21.70100021,20.22200012,19.87899971,19.68600082,19.45999908,19.16500092,18.92300034,18.68300056,18.40999985,18.51399994
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,St. Vincent and the Grenadines,VCT,..,32.94599915,29.40399933,29.44499969,29.34499931,29.05900002,28.66900063,28.22999954,28.37800026,28.71100044,29.0739994,29.16300011
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,St. Lucia,LCA,..,37.72299957,31.61100006,29.98399925,29.96800041,27.1609993,26.4640007,25.45400047,28.19400024,28.11499977,27.88699913,28.23900032
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Sri Lanka,LKA,..,33.50999832,29.86400032,29.45700073,28.81999969,29.03700066,27.49600029,28.37100029,27.67499924,25.7670002,23.98600006,23.61599922
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Spain,ESP,..,32.40599823,24.90200043,21.82900047,18.15299988,16.58399963,16.55800056,17.93499947,18.50399971,20.78000069,22.05999947,22.35099983
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,South Sudan,SSD,..,53.43999863,51.48699951,51.26399994,51.00799942,50.82899857,50.49399948,50.10400009,49.85100174,49.69800186,49.55799866,49.47900009
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,South Africa,ZAF,..,16.06599998,13.50899982,13.36699963,12.86299992,13.01900005,12.67700005,13.52999973,12.42700005,12.49100018,11.78600025,11.06799984
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Somalia,SOM,..,27.7140007,27.09499931,27.0909996,27.10400009,27.15099907,27.30599976,27.48699951,27.68600082,27.93099976,28.19000053,28.26300049
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Solomon Islands,SLB,..,69.91799927,69.76999664,69.23000336,69.38700104,69.6780014,69.74900055,69.79299927,69.76799774,69.74700165,69.73500061,69.69400024
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Slovenia,SVN,..,31.28899956,33.75899887,31.16600037,27.04899979,26.22999954,26.70299911,29.54100037,28.53899956,34.46300125,35.0530014,34.49900055
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Slovak Republic,SVK,..,28.38400078,20.6079998,20.03199959,20.06500053,20.38500023,21.68499947,23.30999947,25.41600037,27.15099907,27.59199905,26.57999992
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Singapore,SGP,..,39.75600052,35.76300049,33.93199921,35.22999954,34.40000153,36.45100021,37.93600082,36.93999863,37.11100006,37.90599823,38.34999847
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Sierra Leone,SLE,..,38.5890007,32.42599869,31.02599907,29.67700005,28.32600021,27.03499985,26.6970005,26.44099998,26.15800095,25.8579998,25.61499977
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Serbia,SRB,..,31.08300018,15.41800022,14.02499962,14.35200024,14.62199974,15.09500027,16.58399963,19.3920002,20.3220005,20.51099968,19.99699974
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Senegal,SEN,..,38.14400101,30.36199951,29.43600082,28.75799942,28.00699997,27.3029995,26.54000092,26.4489994,26.3220005,26.12899971,25.79800034
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Saudi Arabia,SAU,..,14.95300007,11.92800045,12.95800018,13.18700027,13.28999996,13.11200047,12.36299992,14.15400028,13.91100025,13.62800026,13.47599983
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Sao Tome and Principe,STP,..,30.44300079,29.5359993,29.73600006,29.88699913,29.68099976,29.46800041,29.11199951,28.75300026,28.35700035,27.91699982,27.61499977
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Samoa,WSM,..,30.24699974,26.37800026,26.07699966,25.59600067,25.9659996,26.07500076,26.0909996,25.92300034,26.00699997,26.1079998,25.77599907
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Rwanda,RWA,..,75.56400299,68.18900299,67.27200317,66.24900055,65.14399719,64.08899689,63.72399902,63.30400085,63.07899857,62.91999817,62.72399902
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Russian Federation,RUS,..,34.59500122,34.44499969,35.02799988,33.52299881,33.94800186,32.74100113,31.23200035,30.76199913,28.94599915,27.49399948,26.78000069
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Romania,ROU,..,35.40299988,24.62800026,23.82500076,24.04100037,23.2689991,22.74200058,24.92399979,22.56800079,24.88800049,25.13899994,25.09799957
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Qatar,QAT,..,45.96500015,69.09300232,66.06600189,64.58399963,64.75299835,65.94300079,67.56400299,65.69599915,64.1969986,63.67399979,63.32699966
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Puerto Rico,PRI,..,27.83699989,17.69400024,17.4489994,17.58399963,17.21699905,16.88100052,17.15800095,16.66399956,16.41699982,16.3220005,16.09300041
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Portugal,PRT,..,41.13600159,28.03700066,26.56299973,22.83399963,21.45400047,22.21199989,22.8409996,24.0890007,26.15600014,27.60000038,28.14800072
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Poland,POL,..,23.20400047,26.43899918,24.90699959,24.72400093,24.35899925,26.05699921,26.36700058,28.80800056,30.18600082,31.56599998,31.02700043
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Philippines,PHL,..,40.95500183,38.43999863,39.8370018,39.54999924,39.0340004,39.45600128,38.32099915,37.91600037,35.41699982,34.80599976,34.87200165
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Peru,PER,..,48.0019989,63.78099823,62.23099899,62.23300171,61.42100143,59.28900146,56.3030014,54.47600174,56.13299942,56.2140007,56.47700119
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Paraguay,PRY,..,53.01200104,52.48099899,51.52199936,54.15200043,53.61399841,50.84600067,49.07500076,51.68500137,50.52399826,52.75099945,52.18999863
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Papua New Guinea,PNG,..,56.29700089,36.60300064,36.25699997,35.96900177,35.7480011,34.6969986,33.97100067,33.79999924,33.9280014,34.16899872,33.9469986
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Panama,PAN,..,46.57899857,41.42599869,39.92699814,42.77199936,43.54899979,41.01399994,39.66799927,39.93999863,38.60499954,40.11800003,40.06600189
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Pakistan,PAK,..,40.875,41.34500122,40.39500046,40.13499832,39.54800034,39.6590004,39.01399994,38.7480011,38.54199982,38.34400177,37.9659996
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Oman,OMN,..,31.21100044,33.52700043,35.30199814,36.10200119,35.96500015,35.46900177,34.52700043,35.98699951,37.32899857,37.36800003,35.97299957
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Norway,NOR,..,58.64300156,51.33499908,50.61299896,52.01499939,51.70299911,50.13199997,50.47700119,48.58399963,48.26699829,49.22600174,49.16400146
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,North Macedonia,MKD,..,16.12000084,15.39900017,14.36699963,15.42000008,16.21199989,15.26900005,17.29800034,16.20100021,17.40500069,17.22599983,18.89299965
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Nigeria,NGA,..,27.34700012,28.11000061,28.19199944,24.64999962,21.40299988,23.47999954,25.5529995,26.24099922,25.65299988,25.50499916,25.28800011
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Niger,NER,..,65.7559967,71.07499695,71.65299988,68.61000061,65.23799896,61.59899902,61.50999832,61.50999832,61.43099976,61.28499985,61.04600143
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Nicaragua,NIC,..,45.79299927,43.8219986,45.42300034,46.92300034,46.94599915,47.72800064,47.10400009,47.37200165,47.38199997,45.22000122,43.87200165
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,New Zealand,NZL,..,54.20100021,49.13999939,48.52600098,48.07799911,48.71500015,51.20999908,53.09999847,54.17499924,55.14300156,56.45899963,56.44900131
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,New Caledonia,NCL,..,26.69599915,29.63500023,28.93099976,27.78300095,26.82900047,26.72999954,26.88899994,27.40999985,28.4659996,29.60099983,30.20800018
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Netherlands,NLD,..,68.38200378,60.72299957,61.23199844,61.01900101,59.97999954,58.7140007,60.74499893,60.83300018,62.27600098,63.88899994,64.2990036
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Nepal,NPL,..,79.00700378,73.1989975,72.85199738,72.81500244,72.96499634,73.2519989,73.44499969,73.94000244,74.36299896,74.52500153,74.37400055
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Namibia,NAM,..,18.47500038,17.46899986,19.11100006,20.68000031,19.60300064,19.91500092,19.93499947,19.84600067,19.11100006,18.16399956,17.87599945
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Myanmar,MMR,..,75.52100372,63.62400055,62.97100067,62.11299896,61.125,60.20899963,59.40399933,54.39199829,49.5019989,48.98199844,48.63899994
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Mozambique,MOZ,..,67.10900116,61.21699905,60.74700165,60.25999832,59.76200104,59.33200073,58.86999893,58.57400131,58.24300003,57.85599899,57.77999878
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Morocco,MAR,..,30.8409996,29.72699928,29.57799911,28.17300034,26.82299995,25.32699966,23.86199951,22.20800018,20.95100021,20.78700066,20.52400017
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Montenegro,MNE,..,11.85000038,15.19799995,14.97700024,15.61499977,15.92300034,19.33200073,19.22599983,21.40399933,21.78800011,23.65500069,23.34799957
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Mongolia,MNG,..,36.04000092,28.56299973,30.92200089,31.0739994,29.75699997,28.77599907,27.8220005,24.54299927,24.28499985,23.79000092,23.54800034
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Moldova,MDA,..,20.4090004,18.09399986,19.11100006,17.73600006,18.22900009,17.35899925,19.3010006,17.33099937,17.11599922,19.25399971,17.75200081
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Mexico,MEX,..,49.5379982,43.06200027,42.66999817,43.18700027,42.50899887,41.6230011,41.60100174,41.64300156,41.61600113,41.52099991,41.24200058
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Mauritius,MUS,..,36.1629982,30.68799973,30.83499908,30.19599915,31.33799934,31.31699944,32.59199905,33.24300003,32.41600037,31.46299934,31.02000046
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Mauritania,MRT,..,36.79299927,24.4659996,23.36100006,22.27400017,22.09700012,21.94400024,21.74500084,21.6609993,21.54899979,21.39999962,21.14699936
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Malta,MLT,..,52.79700089,44.35800171,45.17499924,44.46699905,46.33100128,46.34999847,45.34600067,45.74100113,46.45500183,49.32300186,49.39500046
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Mali,MLI,..,53.58300018,53.22600174,54.48400116,54.63100052,54.7159996,55.48199844,49.76699829,50.1269989,50.47100067,50.7159996,51.20000076
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Maldives,MDV,..,37.17100143,46.35900116,47.17699814,47.8769989,48.51300049,49.13100052,47.8219986,47.52600098,48.79199982,49.10800171,49.15599823
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Malaysia,MYS,..,38.82500076,35.7140007,37.38899994,37.45600128,38.08499908,38.11700058,36.84500122,37.13700104,36.78499985,36.59999847,36.51300049
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Malawi,MWI,..,50.35599899,58.25500107,59.04199982,59.77399826,60.51499939,59.89099884,59.22499847,58.4280014,57.72800064,56.99900055,57.28499985
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Madagascar,MDG,..,68.72399902,74.39700317,76.43699646,77.59100342,76.32800293,74.97399902,73.49900055,73.02899933,72.63400269,72.27300262,72.5490036
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Macao SAR, China",MAC,..,38.63899994,46.62799835,45.89400101,43.26599884,43.99399948,43.53699875,42.69800186,42.33000183,43.50099945,44.36600113,44.0909996
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Luxembourg,LUX,..,31.83399963,21.50699997,20.77400017,22.11899948,22.37700081,21.38999939,29.1970005,25.17200089,26.2140007,28.45800018,28.12100029
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Lithuania,LTU,..,26.56500053,18.34499931,19.07799911,21.45000076,24.35099983,27.38699913,28.41900063,30.98500061,31.49600029,33.43099976,32.05199814
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Libya,LBY,..,9.55700016,8.970999718,8.854999542,8.828000069,8.630000114,8.550000191,8.458999634,8.414999962,8.461000443,8.454000473,8.293000221
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Liberia,LBR,..,54.65800095,55.40000153,55.43299866,55.32400131,55.07699966,54.74000168,54.32400131,56.03499985,55.46099854,54.83200073,54.76300049
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Lesotho,LSO,..,32.70100021,31.31900024,30.93300056,30.44400024,29.90299988,29.55900002,29.09600067,28.94099998,28.59700012,28.43400002,28.64999962
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Lebanon,LBN,..,24.45100021,22.49200058,22.73800087,23.04400063,23.38500023,23.73800087,24.01300049,24.2159996,24.38999939,24.50900078,24.45100021
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Latvia,LVA,..,30.1609993,25.79199982,26.1609993,28.85300064,30.1970005,32.67399979,35.16600037,34.39599991,34.92399979,34.73600006,32.10300064
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Lao PDR,LAO,..,67.75700378,62.84799957,62.43799973,62.02199936,61.56299973,61.08499908,60.54499817,60.03300095,59.5019989,58.95299911,58.68999863
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Kyrgyz Republic,KGZ,..,41.99100113,39.38800049,39.06499863,36.86600113,40.91999817,38.10200119,36.76499939,35.21099854,33.67900085,34.11399841,33.70899963
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Kuwait,KWT,..,25.46999931,24.43000031,23.55599976,22.78700066,22.34900093,22.13999939,21.61700058,21.65200043,22.48500061,22.31800079,21.97500038
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Korea, Rep.",KOR,..,31.20599937,23.47599983,23.65600014,24.74600029,24.65800095,26.38100052,27.51000023,27.88400078,28.22699928,27.08099937,27.02899933
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Korea, Dem. People’s Rep.",PRK,..,71.33499908,70.77600098,70.56999969,70.56400299,70.56099701,70.66699982,70.48200226,70.45500183,70.51599884,70.48799896,70.31800079
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Kenya,KEN,..,45.65200043,39.84799957,40.20700073,40.4659996,40.70500183,41.04199982,41.47800064,42.00999832,41.14699936,40.33800125,40.44300079
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Kazakhstan,KAZ,..,42.43899918,42.72299957,42.34000015,41.91600037,41.125,43.30199814,45.15999985,42.83499908,40.21099854,38.90399933,37.40200043
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Jordan,JOR,..,19.80900002,18.74399948,17.5,17.07699966,16.11800003,16.4829998,15.95100021,14.86600018,14.9090004,14.93599987,14.85700035
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Japan,JPN,..,42.31800079,38.91799927,39.06200027,38.89699936,40.0019989,40.36700058,40.48899841,42.19400024,42.48500061,45.6780014,45.58300018
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Jamaica,JAM,..,29.04299927,24.25300026,23.53899956,22.10400009,21.21100044,21.5510006,22.43700027,23.45700073,25.75499916,25.44799995,26.5909996
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Italy,ITA,..,26.00300026,20.40399933,19.24300003,18.40699959,16.14699936,15.46700001,15.60200024,16.60099983,17.14100075,17.71500015,18.25799942
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Israel,ISR,..,48.58300018,45.55099869,44.74200058,43.65000153,44.51900101,44.49499893,44.6230011,44.73699951,45.35599899,44.56700134,44.3769989
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Ireland,IRL,..,61.47200012,38.7120018,36.39300156,35.09199905,36.76499939,36.85499954,37.73099899,42.07300186,40.1609993,40.36899948,40.5379982
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Iraq,IRQ,..,29.47999954,25.72400093,25.43899918,25.1590004,24.7159996,24.33099937,23.2859993,22.3239994,20.27799988,20.42399979,20.39800072
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Iran, Islamic Rep.",IRN,..,25.74799919,21.42700005,20.9640007,19.72699928,19.81100082,18.63899994,18.79599953,19.33799934,20.52700043,20.20899963,19.9829998
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Indonesia,IDN,..,42.98699951,40.01499939,39.26200104,41.07500076,40.19400024,39.28699875,38.03099823,38.61000061,40.29600143,39.67599869,39.32300186
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,India,IND,..,36.77999878,28.96899986,27.52000046,26.11599922,25.16600037,24.32799911,23.50900078,22.72999954,22.01000023,21.32099915,20.99399948
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Iceland,ISL,..,73.41999817,61.61600113,62.2480011,65.15899658,69.56300354,70.21700287,73.03700256,77.57800293,75.62599945,75.08000183,73.72899628
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Hungary,HUN,..,32.4280014,17.56999969,17.53300095,18.16799927,20.04800034,23.62000084,25.87400055,28.44599915,29.27700043,29.06599998,28.12199974
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Hong Kong SAR, China",HKG,..,41.65000153,31.50200081,32.94499969,33.72800064,35.54899979,35.37200165,36.15200043,36.7140007,37.39400101,37.83000183,36.98400116
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Honduras,HND,..,54.86800003,48.23699951,46.43899918,45.48500061,48.61199951,48.23300171,49.20700073,47.63000107,50.29800034,51.88800049,51.97999954
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Haiti,HTI,..,27.31800079,23.5359993,23.84600067,24.08499908,23.90399933,23.81599998,23.73200035,23.63699913,23.58799934,23.54000092,23.26199913
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Guyana,GUY,..,37.49100113,36.57099915,36.7879982,37.24499893,37.80799866,38.39099884,38.80599976,39.16500092,39.4659996,39.11000061,39.29199982
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Guinea-Bissau,GNB,..,55.11800003,51.52600098,51.46699905,51.31900024,51.19599915,51.06399918,50.90100098,50.78699875,50.61700058,50.36399841,50.12200165
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Guinea,GIN,..,44.37900162,43.86999893,43.57699966,43.20899963,42.76499939,42.34500122,41.9129982,41.34700012,40.74200058,40.10900116,39.93799973
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Guatemala,GTM,..,53.78900146,50.92699814,50.7519989,56.59400177,48.64500046,49.80400085,49.74100113,50.84199905,50.99399948,50.79700089,50.61800003
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Guam,GUM,..,39.70299911,45.81800079,40.13800049,41.4280014,42.22600174,46.52700043,47.05400085,48.67399979,49.07600021,49.27000046,48.69300079
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Greece,GRC,..,28.96500015,20.89999962,16.96999931,13.60200024,12.43799973,13.44499969,13.2489996,13.09899998,14.38399982,14.62100029,15.62699986
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Ghana,GHA,..,45.06000137,38.11999893,37.86500168,37.42200089,37.00799942,36.63199997,36.29999924,37.24499893,38.05199814,37.7840004,37.47200012
